LOCATIONID;X_Maaiveld binnenwaarts;Y_Maaiveld binnenwaarts;Z_Maaiveld binnenwaarts;X_Insteek sloot polderzijde;Y_Insteek sloot polderzijde;Z_Insteek sloot polderzijde;X_Slootbodem polderzijde;Y_Slootbodem polderzijde;Z_Slootbodem polderzijde;X_Slootbodem dijkzijde;Y_Slootbodem dijkzijde;Z_Slootbodem dijkzijde;X_Insteek sloot dijkzijde;Y_Insteek sloot dijkzijde;Z_Insteek sloot dijkzijde;X_Teen dijk binnenwaarts;Y_Teen dijk binnenwaarts;Z_Teen dijk binnenwaarts;X_Kruin binnenberm;Y_Kruin binnenberm;Z_Kruin binnenberm;X_Insteek binnenberm;Y_Insteek binnenberm;Z_Insteek binnenberm;X_Kruin binnentalud;Y_Kruin binnentalud;Z_Kruin binnentalud;X_Verkeersbelasting kant binnenwaarts;Y_Verkeersbelasting kant binnenwaarts;Z_Verkeersbelasting kant binnenwaarts;X_Verkeersbelasting kant buitenwaarts;Y_Verkeersbelasting kant buitenwaarts;Z_Verkeersbelasting kant buitenwaarts;X_Kruin buitentalud;Y_Kruin buitentalud;Z_Kruin buitentalud;X_Insteek buitenberm;Y_Insteek buitenberm;Z_Insteek buitenberm;X_Kruin buitenberm;Y_Kruin buitenberm;Z_Kruin buitenberm;X_Teen dijk buitenwaarts;Y_Teen dijk buitenwaarts;Z_Teen dijk buitenwaarts;X_Insteek geul;Y_Insteek geul;Z_Insteek geul;X_Teen geul;Y_Teen geul;Z_Teen geul;X_Maaiveld buitenwaarts;Y_Maaiveld buitenwaarts;Z_Maaiveld buitenwaarts
12-2_428;135507.352;541863.784;-3.52;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135552.989;541886.548;-1.154;135563.728;541891.904;1.677;135568.649;541894.359;2.212;135572.229;541896.144;3.892;135572.229;541896.144;3.892;135574.466;541897.26;4.063;135574.466;541897.26;4.063;135582.967;541901.501;0.494;135586.993;541903.509;-0.12;135594.153;541907.08;-1.83;-1;-1;-1;-1;-1;-1;135663.056;541941.449;-3.31
12-2_429;135519.406;541841.859;-3.646;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135564.149;541864.177;-1.138;135575.335;541869.756;1.693;135579.362;541871.765;2.122;135583.389;541873.774;3.873;135583.389;541873.774;3.873;135585.626;541874.89;4.015;135585.626;541874.89;4.015;135594.574;541879.353;0.133;135597.259;541880.692;0.017;135599.944;541882.031;-1.37;-1;-1;-1;-1;-1;-1;135674.217;541919.079;-3.31
12-2_430;135530.567;541819.489;-3.698;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135573.968;541841.137;-1.273;135586.048;541847.163;1.697;135590.97;541849.618;2.226;135594.549;541851.403;3.898;135594.549;541851.403;3.898;135596.786;541852.519;3.98;135597.234;541852.742;3.892;135607.077;541857.652;-0.016;135609.762;541858.991;-0.011;135612.894;541860.553;-1.6;-1;-1;-1;-1;-1;-1;135685.377;541896.708;-3.33
12-2_431;135540.997;541796.463;-3.402;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135583.875;541818.038;-1.368;135598.168;541825.23;1.756;135600.848;541826.578;1.99;135605.314;541828.826;3.801;135605.314;541828.826;3.801;135607.548;541829.949;3.93;135608.44;541830.398;3.867;135618.713;541835.567;-0.203;135620.183;541836.307;-0.2;135622.733;541837.59;-1.34;-1;-1;-1;-1;-1;-1;135696.43;541874.672;-3.29
12-2_432;135553.128;541774.581;-3.388;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135596.006;541796.156;-1.322;135607.172;541801.774;1.702;135613.425;541804.92;2.284;135617.445;541806.943;3.962;135617.445;541806.943;3.962;135619.679;541808.066;3.845;135618.785;541807.617;4.03;135629.057;541812.786;0.147;135630.844;541813.685;0.084;135634.864;541815.708;-1.58;-1;-1;-1;-1;-1;-1;135707.667;541852.34;-3.29
12-2_433;135565.258;541752.698;-3.416;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135605.457;541772.924;-1.305;135616.623;541778.543;1.485;135624.216;541782.363;2.362;135628.682;541784.611;4.1;135628.682;541784.611;4.1;135630.915;541785.734;4.071;135630.915;541785.734;4.071;135640.742;541790.679;0.059;135644.315;541792.477;-0.47;135647.441;541794.05;-1.61;-1;-1;-1;-1;-1;-1;135718.905;541830.008;-3.27
12-2_434;135576.049;541730.141;-3.195;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135616.247;541750.368;-1.287;135631.433;541758.009;2.056;135635.9;541760.256;2.546;135639.92;541762.279;4.083;135639.92;541762.279;4.083;135642.153;541763.403;4.11;135642.153;541763.403;4.11;135651.532;541768.122;0.105;135654.93;541769.832;-0.04;135657.339;541771.044;-1.48;-1;-1;-1;-1;-1;-1;135730.142;541807.676;-3.27
12-2_435;135586.84;541707.585;-3.4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135627.932;541728.261;-1.267;135639.545;541734.104;1.671;135645.798;541737.25;2.324;135650.711;541739.722;4.131;135650.711;541739.722;4.131;135652.944;541740.846;4.128;135652.944;541740.846;4.128;135663.217;541746.015;-0.053;135665.45;541747.138;-0.067;135668.576;541748.712;-1.57;-1;-1;-1;-1;-1;-1;135741.38;541785.344;-3.25
12-2_436;135597.184;541684.803;-3.338;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135638.276;541705.479;-1.304;135650.782;541711.772;1.632;135658.375;541715.592;2.433;135661.502;541717.165;3.949;135661.502;541717.165;3.949;135663.735;541718.289;4.13;135664.628;541718.739;3.99;135674.901;541723.908;-0.014;135676.801;541724.863;-0.19;135681.154;541727.054;-1.69;-1;-1;-1;-1;-1;-1;135752.617;541763.012;-3.25
12-2_437;135609.432;541661.236;-3.012;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135651.407;541683.47;-0.933;135662.011;541689.087;1.505;135669.522;541693.066;2.401;135673.057;541694.939;3.845;135673.057;541694.939;3.845;135675.267;541696.109;3.98;135675.267;541696.109;3.98;135684.545;541701.024;0.06;135687.638;541702.662;-0.37;135690.289;541704.066;-1.58;-1;-1;-1;-1;-1;-1;135763.193;541742.683;-3.23
12-2_438;135620.595;541642.128;-3.189;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135664.763;541663.346;-0.512;135673.777;541667.676;1.511;135679.636;541670.491;2.064;135684.593;541672.873;3.783;135684.593;541672.873;3.783;135686.847;541673.955;3.74;135686.396;541673.739;3.864;135696.311;541678.502;0.098;135698.114;541679.368;-0.12;135701.719;541681.1;-1.54;-1;-1;-1;-1;-1;-1;135776.534;541717.042;-3.21
12-2_439;135632.322;541620.026;-2.573;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135677.841;541641.894;-0.206;135683.7;541644.708;1.274;135691.813;541648.606;1.991;135695.869;541650.554;3.792;135695.869;541650.554;3.792;135698.122;541651.637;3.762;135698.122;541651.637;3.762;135708.037;541656.4;0.009;135710.291;541657.483;0.011;135713.896;541659.215;-1.53;-1;-1;-1;-1;-1;-1;135787.359;541694.507;-3.18
12-2_440;135642.744;541594.882;-2.715;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135689.379;541618.994;-0.264;135694.709;541621.749;0.933;135700.483;541624.735;1.493;135706.701;541627.949;3.733;135706.701;541627.949;3.733;135708.922;541629.098;3.96;135709.366;541629.327;3.897;135718.693;541634.15;0.157;135721.98;541635.849;-0.11;135725.355;541637.594;-1.62;-1;-1;-1;-1;-1;-1;135797.307;541674.795;-3.15
12-2_441;135654.225;541572.674;-2.709;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135703.081;541597.934;0.728;135706.19;541599.542;1.406;135712.408;541602.757;1.729;135718.626;541605.971;4.044;135718.626;541605.971;4.044;135720.847;541607.12;4.152;135721.291;541607.349;4.02;135731.062;541612.401;0.026;135733.283;541613.549;0.012;135736.392;541615.157;-1.52;-1;-1;-1;-1;-1;-1;135808.788;541652.587;-3.12
12-2_442;135665.706;541550.467;-2.562;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135691.467;541563.785;-1.073;135706.568;541571.593;1.726;135722.557;541579.86;1.663;135729.663;541583.534;4.106;135729.663;541583.534;4.106;135731.884;541584.682;4.16;135731.884;541584.682;4.16;135741.655;541589.734;0.196;135744.764;541591.342;0.063;135747.429;541592.719;-1.4;-1;-1;-1;-1;-1;-1;135820.27;541630.38;-3.1
12-2_443;135677.187;541528.259;-2.773;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135718.937;541549.844;-1.064;135726.043;541553.518;1.849;135734.926;541558.111;1.888;135740.7;541561.096;3.999;135740.7;541561.096;3.999;135742.921;541562.245;4.097;135743.365;541562.474;4.08;135753.136;541567.526;0.12;135756.282;541569.153;-0.18;135758.466;541570.282;-1.17;-1;-1;-1;-1;-1;-1;135831.751;541608.172;-3.09
12-2_444;135687.463;541507.249;-2.41;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135727.874;541527.047;-1.294;135739.099;541532.546;1.87;135746.284;541536.065;2.256;135752.121;541538.925;4.072;135752.121;541538.925;4.072;135754.366;541540.025;4.11;135754.366;541540.025;4.11;135764.693;541545.084;0.124;135767.277;541546.35;-0.15;135770.081;541547.724;-1.21;-1;-1;-1;-1;-1;-1;135843.719;541583.799;-3.09
12-2_445;135698.463;541484.799;-2.118;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135738.874;541504.597;-1.297;135753.692;541511.856;2.543;135760.427;541515.155;2.944;135764.019;541516.915;4.046;135764.019;541516.915;4.046;135766.264;541518.015;3.901;135765.815;541517.795;4.061;135776.142;541522.854;0.1;135777.938;541523.734;0.133;135780.632;541525.054;-0.94;-1;-1;-1;-1;-1;-1;135854.72;541561.349;-3.1
12-2_446;135710.16;541461.186;-1.982;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135750.65;541481.942;-1.287;135767.558;541490.609;3.584;135772.897;541493.346;3.535;135774.677;541494.258;3.941;135774.677;541494.258;3.941;135776.902;541495.399;4.048;135776.902;541495.399;4.048;135787.136;541500.645;0.086;135788.471;541501.329;0.17;135791.585;541502.925;-1.04;-1;-1;-1;-1;-1;-1;135865.002;541540.559;-3.11
12-2_447;135718.803;541445.658;-1.999;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135760.651;541462.202;-1.259;-1;-1;-1;-1;-1;-1;135780.181;541469.922;4.193;135780.181;541469.922;4.193;135782.506;541470.841;4.214;135788.085;541473.047;4.14;135799.702;541477.639;0.122;135809.466;541481.5;-0.24;135814.581;541483.522;-1.14;-1;-1;-1;-1;-1;-1;135881.074;541509.808;-2.92
12-2_448;135732.928;541412.961;-1.815;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135774.159;541436.545;-1.271;-1;-1;-1;-1;-1;-1;135791.086;541446.227;3.905;135791.086;541446.227;3.905;135793.256;541447.469;4.024;135803.484;541453.32;4.311;135810.863;541457.54;1.249;135826.487;541466.477;1.483;135844.282;541476.656;-1.24;-1;-1;-1;-1;-1;-1;135884.211;541499.496;-2.7
12-2_449;135745.242;541391.821;-1.784;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135785.77;541414.62;-1.258;135801.022;541423.2;2.935;135804.944;541425.406;3.076;135807.559;541426.877;3.864;135807.559;541426.877;3.864;135809.738;541428.103;3.866;135809.737;541428.103;3.866;135812.352;541429.574;3.228;135817.146;541432.27;3.279;135821.503;541434.722;1.385;-1;-1;-1;-1;-1;-1;135896.893;541477.132;-2.04
12-2_450;135754.299;541373.759;-1.789;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135796.206;541393.909;-1.177;135810.175;541400.626;1.891;135814.681;541402.793;2.147;135818.737;541404.743;3.751;135818.737;541404.743;3.751;135820.99;541405.826;3.898;135820.99;541405.826;3.898;135825.583;541408.035;2.309;135831.892;541411.068;2.373;135834.145;541412.152;1.333;-1;-1;-1;-1;-1;-1;135911.2;541449.203;0.924
12-2_451;135766.41;541348.815;-1.737;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135809.763;541371.653;-1.036;135818.61;541376.314;1.32;135824.803;541379.577;1.967;135830.112;541382.373;3.948;135830.112;541382.373;3.948;135832.324;541383.538;3.84;135832.324;541383.538;3.84;-1;-1;-1;-1;-1;-1;135839.402;541387.267;1.394;-1;-1;-1;-1;-1;-1;135920.356;541429.913;0.936
12-2_452;135778.061;541326.696;-1.764;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135820.086;541348.835;-1.177;135828.049;541353.03;1.125;135835.569;541356.991;1.874;135841.763;541360.254;3.892;135841.763;541360.254;3.892;135843.975;541361.419;3.9;135843.532;541361.186;3.898;-1;-1;-1;-1;-1;-1;135851.053;541365.148;1.42;-1;-1;-1;-1;-1;-1;135932.007;541407.794;0.948
12-2_453;135788.241;541305.96;-1.785;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135832.161;541327.685;-1.197;135841.125;541332.119;1.376;135847.847;541335.445;1.978;135852.329;541337.662;3.796;135852.329;541337.662;3.796;135854.57;541338.77;3.877;135855.466;541339.213;3.763;-1;-1;-1;-1;-1;-1;135861.292;541342.095;1.577;-1;-1;-1;-1;-1;-1;135944.203;541383.108;-4.13
12-2_454;135799.327;541283.552;-1.726;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135843.247;541305.278;-1.267;135852.21;541309.712;1.266;135858.036;541312.594;1.905;135862.518;541314.81;3.79;135862.518;541314.81;3.79;135864.759;541315.919;3.943;135865.655;541316.362;3.889;-1;-1;-1;-1;-1;-1;135872.283;541319.641;1.661;-1;-1;-1;-1;-1;-1;135955.642;541360.876;-4.23
12-2_455;135811.023;541260.874;-1.678;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135855.237;541283.131;-1.187;135862.829;541286.953;1.151;135867.742;541289.426;1.724;135873.995;541292.573;3.856;135873.995;541292.573;3.856;135876.228;541293.697;4.025;135877.567;541294.372;3.87;-1;-1;-1;-1;-1;-1;135882.027;541296.617;1.884;-1;-1;-1;-1;-1;-1;135966.883;541339.332;-4.24
12-2_456;135822.334;541238.404;-1.67;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135866.947;541260.979;-1.115;135874.978;541265.043;1.472;135881.67;541268.429;2.306;135885.685;541270.461;3.889;135885.685;541270.461;3.889;135887.916;541271.59;4.041;135889.254;541272.267;3.896;-1;-1;-1;-1;-1;-1;135893.715;541274.524;1.809;-1;-1;-1;-1;-1;-1;135977.588;541316.965;-4.42
12-2_457;135833.621;541216.097;-1.594;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135878.234;541238.672;-1.104;135888.049;541243.639;1.96;135892.957;541246.122;2.495;135896.526;541247.928;3.834;135896.526;541247.928;3.834;135898.756;541249.057;3.939;135899.202;541249.283;3.879;-1;-1;-1;-1;-1;-1;135904.544;541251.986;1.972;-1;-1;-1;-1;-1;-1;135989.31;541294.878;-4.16
12-2_458;135844.568;541194.318;-1.593;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135884.889;541214.299;-0.904;135894.745;541219.183;1.477;135904.154;541223.845;2.504;135908.634;541226.065;4.064;135908.634;541226.065;4.064;135910.874;541227.175;4.065;135910.874;541227.175;4.065;-1;-1;-1;-1;-1;-1;135916.546;541229.986;1.882;-1;-1;-1;-1;-1;-1;136000.773;541271.723;-4.44
12-2_459;135855.669;541171.918;-1.617;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135884.79;541186.349;-0.97;135892.854;541190.345;1.701;135915.255;541201.445;2.016;135919.735;541203.665;4.028;135919.735;541203.665;4.028;135921.975;541204.775;4.068;135922.423;541204.997;4.07;-1;-1;-1;-1;-1;-1;135927.645;541207.584;1.921;-1;-1;-1;-1;-1;-1;136011.871;541249.321;-2.58
12-2_460;135866.815;541149.468;-1.606;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135897.267;541164.591;-0.878;135904.88;541168.372;1.636;135925.48;541178.602;2.189;135930.853;541181.27;3.986;135930.853;541181.27;3.986;135933.092;541182.382;4.069;135933.988;541182.827;3.968;-1;-1;-1;-1;-1;-1;135938.914;541185.274;2.168;-1;-1;-1;-1;-1;-1;136022.656;541226.862;-2.36
12-2_461;135878.451;541126.245;-1.673;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135906.923;541140.852;-0.698;135915.82;541145.417;1.849;135936.284;541155.916;2.121;135941.623;541158.655;3.906;135941.623;541158.655;3.906;135943.847;541159.796;4.102;135945.423;541160.605;3.916;-1;-1;-1;-1;-1;-1;135948.537;541162.203;2.927;-1;-1;-1;-1;-1;-1;136033.507;541205.796;-3.04
12-2_462;135889.863;541104.001;-1.756;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135918.334;541118.609;-1.024;135928.121;541123.63;2.048;135945.916;541132.76;2.11;135953.034;541136.411;3.945;135953.034;541136.411;3.945;135955.257;541137.553;4.06;135956.148;541138.009;3.95;135958.902;541139.422;3.212;135985.594;541153.116;2.901;135996.27;541158.594;-0.76;-1;-1;-1;-1;-1;-1;136044.761;541183.472;-3.44
12-2_463;135895.666;541091.696;-1.713;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135929.823;541103.065;-0.443;135936.939;541105.434;1.91;135956.39;541111.908;2.198;135964.929;541114.75;4.157;135964.929;541114.75;4.157;135967.3;541115.539;3.951;135966.353;541115.224;4.16;135979.862;541119.721;2.956;135999.787;541126.353;2.727;136019.712;541132.985;-3.02;-1;-1;-1;-1;-1;-1;136027.777;541135.669;-3.42
12-2_465;135922.479;541039.916;-1.686;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135959.179;541057.045;-2.17;-1;-1;-1;-1;-1;-1;135979.567;541066.561;4.018;135979.567;541066.561;4.018;135981.832;541067.619;4.085;135988.629;541070.791;4.093;-1;-1;-1;-1;-1;-1;135997.69;541075.02;1.493;-1;-1;-1;-1;-1;-1;136080.151;541113.507;1.28
12-2_466;135936.372;541011.195;-1.691;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135970.462;541031.148;-2.353;-1;-1;-1;-1;-1;-1;135989.018;541042.008;3.846;135989.018;541042.008;3.846;135991.176;541043.272;3.967;136000.237;541048.575;4.044;-1;-1;-1;-1;-1;-1;136007.854;541053.033;1.506;-1;-1;-1;-1;-1;-1;136086.822;541099.252;1.136
12-2_467;135943.221;540997.683;-1.705;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135981.484;541013.751;-2.173;-1;-1;-1;-1;-1;-1;135997.619;541020.527;3.863;135997.619;541020.527;3.863;135999.924;541021.495;3.831;136011.91;541026.529;3.9;-1;-1;-1;-1;-1;-1;136046.023;541040.855;1.509;-1;-1;-1;-1;-1;-1;136103.648;541065.054;1.367
12-2_468;135956.809;540968.759;-1.658;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135991.64;540987.388;-2.34;136005.749;540994.934;2.823;136017.212;541001.065;3.011;136020.298;541002.716;3.774;136020.298;541002.716;3.774;136022.503;541003.895;3.83;136022.577;541003.935;3.828;-1;-1;-1;-1;-1;-1;136028.309;541007;2;-1;-1;-1;-1;-1;-1;136110.316;541050.862;1.528
12-2_469;135968.899;540946.111;-1.661;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136004.437;540965.536;-2.195;136024.619;540976.567;2.929;136029.445;540979.205;3.037;136032.078;540980.643;3.809;136032.078;540980.643;3.809;136034.272;540981.843;3.74;136033.833;540981.603;3.796;-1;-1;-1;-1;-1;-1;136039.589;540984.749;1.821;-1;-1;-1;-1;-1;-1;136111.981;541024.317;1.753
12-2_470;135978.728;540926.494;-1.762;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136014.136;540944.002;-2.096;136031.616;540952.645;1.631;136036.994;540955.304;2.045;136043.269;540958.407;3.776;136043.269;540958.407;3.776;136045.51;540959.515;3.63;136044.614;540959.072;3.778;-1;-1;-1;-1;-1;-1;136051.615;540962.533;1.804;-1;-1;-1;-1;-1;-1;136124.673;540998.656;1.752
12-2_471;135989.807;540904.083;-1.784;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136024.319;540921.148;-2.336;136042.247;540930.012;1.463;136046.729;540932.228;1.865;136052.108;540934.888;3.631;136052.108;540934.888;3.631;136054.349;540935.996;3.756;136056.142;540936.882;3.748;-1;-1;-1;-1;-1;-1;136062.865;540940.206;1.773;-1;-1;-1;-1;-1;-1;136136.37;540976.551;1.695
12-2_472;136000.887;540881.673;-1.85;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136034.95;540898.515;-2.38;136054.223;540908.045;1.543;136060.498;540911.147;1.808;136064.532;540913.142;3.613;136064.532;540913.142;3.613;136066.773;540914.25;3.747;136067.221;540914.471;3.639;-1;-1;-1;-1;-1;-1;136072.748;540917.204;1.864;-1;-1;-1;-1;-1;-1;136136.841;540948.895;1.709
12-2_473;136011.966;540859.262;-1.91;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136057.683;540881.866;-0.679;136066.199;540886.077;1.606;136072.474;540889.18;2.173;136075.611;540890.731;3.546;136075.611;540890.731;3.546;136077.852;540891.839;3.788;136078.301;540892.061;3.651;-1;-1;-1;-1;-1;-1;136084.131;540894.944;1.874;-1;-1;-1;-1;-1;-1;136167.945;540936.385;1.504
12-2_474;136023.436;540836.406;-1.977;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136068.978;540859.361;-0.65;136077.015;540863.412;1.643;136082.819;540866.338;2.092;136087.284;540868.588;3.679;136087.284;540868.588;3.679;136089.516;540869.714;3.512;136089.516;540869.714;3.512;-1;-1;-1;-1;-1;-1;136095.018;540872.487;1.888;-1;-1;-1;-1;-1;-1;136178.958;540914.796;1.709
12-2_475;136034.689;540814.082;-2.076;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136076.212;540835.012;-1.176;136086.482;540840.188;1.459;136094.072;540844.014;2.223;136098.09;540846.039;3.616;136098.09;540846.039;3.616;136100.322;540847.164;3.735;136100.769;540847.389;3.674;-1;-1;-1;-1;-1;-1;136106.127;540850.09;1.887;-1;-1;-1;-1;-1;-1;136190.067;540892.399;1.72
12-2_476;136046.759;540790.804;-2.092;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136085.72;540811.25;-1.451;136104.757;540821.241;2.71;136107.857;540822.867;3.061;136109.628;540823.796;3.78;136109.628;540823.796;3.78;136111.842;540824.958;3.731;136111.841;540824.958;3.731;-1;-1;-1;-1;-1;-1;136117.754;540828.061;1.862;-1;-1;-1;-1;-1;-1;136200.989;540871.742;1.731
12-2_477;136056.257;540771.506;-2.193;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136096.584;540790.319;-1.491;136108.365;540795.815;1.436;136111.99;540797.506;1.795;136119.693;540801.1;3.888;136119.693;540801.1;3.888;136121.958;540802.157;3.882;136122.412;540802.368;3.827;-1;-1;-1;-1;-1;-1;136129.072;540805.475;1.782;-1;-1;-1;-1;-1;-1;136214.258;540845.216;1.728
12-2_478;136068.188;540746.88;-2.237;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136107.897;540766.965;-1.494;136119.052;540772.607;1.454;136123.96;540775.089;1.895;136131.098;540778.7;3.629;136131.098;540778.7;3.629;136133.329;540779.828;3.903;136134.668;540780.505;3.72;-1;-1;-1;-1;-1;-1;136140.162;540783.284;1.787;-1;-1;-1;-1;-1;-1;136223.597;540825.485;1.706
12-2_479;136079.035;540725.269;-2.272;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136118.963;540744.916;-1.552;136131.525;540751.097;1.577;136135.562;540753.084;1.915;136143.189;540756.837;3.69;136143.189;540756.837;3.69;136145.432;540757.941;3.854;136145.432;540757.941;3.854;-1;-1;-1;-1;-1;-1;136151.688;540761.019;1.799;-1;-1;-1;-1;-1;-1;136235.581;540802.3;1.703
12-2_480;136090.071;540702.837;-2.316;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136129.102;540722.043;-1.619;136142.561;540728.665;1.555;136147.496;540731.093;2.01;136154.674;540734.625;3.86;136154.674;540734.625;3.86;136156.917;540735.729;3.88;136156.917;540735.729;3.88;-1;-1;-1;-1;-1;-1;136162.717;540738.583;1.833;-1;-1;-1;-1;-1;-1;136246.61;540779.864;1.674
12-2_481;136101.174;540680.278;-2.348;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136142.857;540700.889;-1.088;136154.511;540706.651;1.665;136158.993;540708.867;2.261;136164.819;540711.748;3.793;136164.819;540711.748;3.793;136167.06;540712.856;3.947;136167.957;540713.299;3.96;-1;-1;-1;-1;-1;-1;136173.783;540716.18;1.761;-1;-1;-1;-1;-1;-1;136257.149;540757.4;1.645
12-2_482;136112.256;540657.869;-2.394;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136153.939;540678.479;-1.217;136165.144;540684.019;1.649;136170.523;540686.679;2.314;136177.246;540690.003;3.856;136177.246;540690.003;3.856;136179.487;540691.111;3.761;136179.487;540691.111;3.761;136188.899;540695.765;-0.004;136191.14;540696.873;-0.127;136196.518;540699.532;-2.1;-1;-1;-1;-1;-1;-1;136268.231;540734.99;-3.07
12-2_483;136123.338;540635.459;-2.403;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136165.917;540656.512;-1.144;136176.674;540661.831;1.771;136180.708;540663.826;2.128;136187.879;540667.371;3.718;136187.879;540667.371;3.718;136190.12;540668.479;3.95;136190.12;540668.479;3.95;136199.532;540673.133;0.122;136202.989;540674.843;-0.23;136205.807;540676.236;-1.19;-1;-1;-1;-1;-1;-1;136279.313;540712.581;-3.02
12-2_484;136134.419;540613.049;-2.43;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136176.102;540633.659;-1.332;136188.204;540639.643;1.779;136190.893;540640.973;1.907;136199.409;540645.183;3.861;136199.409;540645.183;3.861;136201.65;540646.291;3.92;136201.65;540646.291;3.92;136211.51;540651.167;-0.122;136214.135;540652.465;-0.18;136219.13;540654.934;-1.63;-1;-1;-1;-1;-1;-1;136290.394;540690.171;-3.3
12-2_485;136145.501;540590.64;-2.446;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136188.081;540611.693;-1.267;136201.078;540618.12;1.788;136203.768;540619.449;1.952;136210.043;540622.552;3.71;136210.043;540622.552;3.71;136212.283;540623.66;3.92;136212.732;540623.882;3.846;136222.592;540628.757;-0.191;136225.282;540630.087;-0.3;136230.66;540632.746;-1.78;-1;-1;-1;-1;-1;-1;136301.476;540667.761;-3.09
12-2_486;136156.583;540568.23;-2.394;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;136198.714;540589.061;-1.434;136213.057;540596.153;1.752;136216.642;540597.926;1.994;136222.469;540600.807;3.766;136222.469;540600.807;3.766;136224.71;540601.915;3.662;136224.71;540601.915;3.662;136233.03;540606.029;0.122;136235.719;540607.359;-0.053;136243.787;540611.348;-2.07;-1;-1;-1;-1;-1;-1;136312.811;540645.476;-3.24
