LOCATIONID;X_Maaiveld binnenwaarts;Y_Maaiveld binnenwaarts;Z_Maaiveld binnenwaarts;X_Insteek sloot polderzijde;Y_Insteek sloot polderzijde;Z_Insteek sloot polderzijde;X_Slootbodem polderzijde;Y_Slootbodem polderzijde;Z_Slootbodem polderzijde;X_Slootbodem dijkzijde;Y_Slootbodem dijkzijde;Z_Slootbodem dijkzijde;X_Insteek sloot dijkzijde;Y_Insteek sloot dijkzijde;Z_Insteek sloot dijkzijde;X_Teen dijk binnenwaarts;Y_Teen dijk binnenwaarts;Z_Teen dijk binnenwaarts;X_Kruin binnenberm;Y_Kruin binnenberm;Z_Kruin binnenberm;X_Insteek binnenberm;Y_Insteek binnenberm;Z_Insteek binnenberm;X_Kruin binnentalud;Y_Kruin binnentalud;Z_Kruin binnentalud;X_Verkeersbelasting kant binnenwaarts;Y_Verkeersbelasting kant binnenwaarts;Z_Verkeersbelasting kant binnenwaarts;X_Verkeersbelasting kant buitenwaarts;Y_Verkeersbelasting kant buitenwaarts;Z_Verkeersbelasting kant buitenwaarts;X_Kruin buitentalud;Y_Kruin buitentalud;Z_Kruin buitentalud;X_Insteek buitenberm;Y_Insteek buitenberm;Z_Insteek buitenberm;X_Kruin buitenberm;Y_Kruin buitenberm;Z_Kruin buitenberm;X_Teen dijk buitenwaarts;Y_Teen dijk buitenwaarts;Z_Teen dijk buitenwaarts;X_Insteek geul;Y_Insteek geul;Z_Insteek geul;X_Teen geul;Y_Teen geul;Z_Teen geul;X_Maaiveld buitenwaarts;Y_Maaiveld buitenwaarts;Z_Maaiveld buitenwaarts
12-2_372;134878.206;543116.503;-3.216;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;134921.224;543136.645;-1.389;134935.715;543143.43;2.22;134940.696;543145.762;2.767;134943.865;543147.246;4.335;134943.865;543147.246;4.335;134946.129;543148.306;4.435;134946.129;543148.306;4.435;134956.092;543152.97;0.237;134958.793;543154.235;-0.02;134962.884;543156.151;-1.38;-1;-1;-1;-1;-1;-1;135035.788;543190.286;-3.11
12-2_373;134889.906;543092.241;-2.868;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;134934.622;543114.614;-1.179;134946.695;543120.654;2.177;134950.272;543122.444;2.429;134954.297;543124.458;4.452;134954.297;543124.458;4.452;134956.532;543125.576;4.43;134957.427;543126.024;4.405;134967.711;543131.169;0.233;134969.5;543132.064;0.017;134972.63;543133.63;-1.29;-1;-1;-1;-1;-1;-1;135045.516;543170.097;-3.1
12-2_374;134901.094;543069.884;-2.999;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;134944.468;543091.586;-1.353;134958.33;543098.521;2.166;134962.354;543100.534;2.578;134966.378;543102.548;4.312;134966.378;543102.548;4.312;134968.614;543103.667;4.316;134968.614;543103.667;4.316;134978.452;543108.588;0.317;134980.687;543109.707;0.09;134984.712;543111.721;-1.4;-1;-1;-1;-1;-1;-1;135056.704;543147.74;-3.12
12-2_375;134912.219;543047.612;-2.883;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;134955.623;543069.253;-1.383;134969.047;543075.946;2.164;134973.522;543078.177;2.711;134977.549;543080.185;4.466;134977.549;543080.185;4.466;134979.787;543081.3;4.366;134979.787;543081.3;4.366;134989.631;543086.208;0.227;134992.315;543087.547;-0.018;134995;543088.886;-1.28;-1;-1;-1;-1;-1;-1;135067.937;543125.251;-3.14
12-2_376;134923.374;543025.239;-2.605;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;134966.778;543046.88;-1.39;134979.755;543053.349;1.985;134984.677;543055.804;2.658;134988.704;543057.811;4.433;134988.704;543057.811;4.433;134990.941;543058.927;4.526;134990.941;543058.927;4.526;135001.681;543064.281;-0.007;135003.023;543064.951;-0.05;135007.05;543066.958;-1.33;-1;-1;-1;-1;-1;-1;135079.092;543102.877;-3.11
12-2_377;134935.191;543002.705;-2.98;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;134979.359;543025.054;-1.119;134990.512;543030.698;1.987;134996.312;543033.633;2.786;134999.881;543035.439;4.383;134999.881;543035.439;4.383;135002.112;543036.568;4.484;135002.112;543036.568;4.484;135012.373;543041.76;0.302;135014.157;543042.663;0.017;135016.834;543044.018;-1.09;-1;-1;-1;-1;-1;-1;135090;543081.041;-3.11
12-2_378;134946.477;542980.398;-2.911;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;134989.306;543002.07;-1.308;135002.69;543008.842;2.247;135006.705;543010.874;2.659;135011.166;543013.131;4.445;135011.166;543013.131;4.445;135013.397;543014.26;4.411;135013.397;543014.26;4.411;135023.658;543019.452;0.102;135025.443;543020.355;0.097;135028.566;543021.936;-1.24;-1;-1;-1;-1;-1;-1;135101.286;543058.733;-3.11
12-2_379;134958.655;542958.541;-3.129;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135000.145;542979.536;-1.29;135013.529;542986.308;2.01;135017.544;542988.34;2.59;135022.006;542990.598;4.439;135022.006;542990.598;4.439;135024.237;542991.727;4.502;135024.237;542991.727;4.502;135034.052;542996.693;0.253;135037.269;542998.321;-0.04;135040.297;542999.854;-1.29;-1;-1;-1;-1;-1;-1;135112.571;543036.425;-3.11
12-2_380;134968.602;542935.556;-3.233;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135011.431;542957.228;-1.346;135025.707;542964.452;2.141;135029.722;542966.484;2.619;135033.738;542968.516;4.376;135033.738;542968.516;4.376;135035.968;542969.645;4.354;135035.968;542969.645;4.354;135045.783;542974.611;0.133;135048.408;542975.939;-0.08;135050.691;542977.094;-1.21;-1;-1;-1;-1;-1;-1;135123.857;543014.117;-3.06
12-2_381;134980.123;542913.802;-3.341;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135021.723;542934.579;-1.491;135036.037;542941.728;2.047;135040.957;542944.186;2.696;135044.536;542945.973;4.218;135044.536;542945.973;4.218;135046.772;542947.09;4.305;135046.772;542947.09;4.305;135056.166;542951.782;0.186;135058.402;542952.899;0.138;135063.323;542955.356;-1.31;-1;-1;-1;-1;-1;-1;135135.34;542991.326;-3.09
12-2_382;134990.847;542891.213;-2.813;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135034.683;542913.108;-1.438;135047.655;542919.587;2.281;135053.023;542922.268;3.077;135055.707;542923.608;4.289;135055.707;542923.608;4.289;135057.943;542924.725;4.271;135057.943;542924.725;4.271;135068.679;542930.087;0.055;135070.99;542931.241;-0.06;135073.599;542932.545;-1.25;-1;-1;-1;-1;-1;-1;135146.511;542968.961;-3.13
12-2_383;135002.018;542868.848;-3.069;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135046.302;542890.966;-1.434;135057.932;542896.775;2.012;135063.3;542899.455;2.791;135067.325;542901.466;4.425;135067.325;542901.466;4.425;135069.561;542902.583;4.177;135069.115;542902.36;4.434;135078.508;542907.051;0.279;135080.745;542908.168;0.163;135084.771;542910.179;-1.23;-1;-1;-1;-1;-1;-1;135157.682;542946.595;-3.14
12-2_384;135013.189;542846.483;-2.825;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135057.473;542868.601;-1.29;135069.55;542874.633;2.168;135074.471;542877.09;2.688;135078.049;542878.878;4.244;135078.497;542879.101;4.275;135080.733;542880.218;4.397;135080.733;542880.218;4.397;135089.679;542884.686;0.31;135092.363;542886.027;0.101;135095.047;542887.367;-1.13;-1;-1;-1;-1;-1;-1;135168.854;542924.23;-3.12
12-2_385;135024.361;542824.118;-2.745;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135068.197;542846.012;-1.379;135080.722;542852.268;2.095;135084.748;542854.278;2.576;135089.221;542856.512;4.298;135089.221;542856.512;4.298;135091.457;542857.629;4.457;135091.904;542857.853;4.377;135102.64;542863.215;-0.03;135103.982;542863.885;-0.033;135106.666;542865.225;-1.23;-1;-1;-1;-1;-1;-1;135180.025;542901.865;-3.11
12-2_386;135036.226;542800.647;-2.97;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135080.117;542823.534;-1.073;135091.644;542829.545;2.048;135096.521;542832.088;2.655;135100.511;542834.169;4.111;135100.511;542834.169;4.111;135102.728;542835.325;4.327;135102.728;542835.325;4.327;135112.038;542840.179;0.204;135115.141;542841.798;-0.058;135117.358;542842.954;-1.18;-1;-1;-1;-1;-1;-1;135190.51;542881.099;-3.16
12-2_387;135047.786;542778.48;-2.953;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135090.791;542800.905;-1.322;135104.091;542807.841;2.335;135108.081;542809.921;2.794;135111.628;542811.771;4.295;135111.628;542811.771;4.295;135113.845;542812.927;4.43;135114.288;542813.158;4.39;135123.598;542818.013;0.19;135126.258;542819.4;-0.014;135130.248;542821.481;-1.32;-1;-1;-1;-1;-1;-1;135202.07;542858.932;-3.22
12-2_388;135059.919;542758.094;-2.797;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135102.424;542779.296;-1.158;135114.505;542785.321;2.22;135119.427;542787.776;2.779;135123.006;542789.562;4.355;135123.006;542789.562;4.355;135125.243;542790.678;4.41;135125.69;542790.901;4.241;135135.534;542795.811;0.041;135137.802;542796.942;-0.04;135139.561;542797.819;-1.27;-1;-1;-1;-1;-1;-1;135214.281;542835.09;-3.24
12-2_389;135071.078;542735.722;-2.751;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135113.136;542756.701;-1.304;135126.559;542763.396;2.348;135131.481;542765.851;2.915;135134.165;542767.19;4.263;135134.165;542767.19;4.263;135136.402;542768.306;4.3;135136.85;542768.529;4.258;135146.246;542773.216;0.136;135147.588;542773.886;0.145;135152.51;542776.341;-1.43;-1;-1;-1;-1;-1;-1;135225.44;542812.718;-3.23
12-2_390;135081.789;542713.128;-3.017;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135124.295;542734.33;-1.487;135136.823;542740.579;2.212;135141.297;542742.811;2.553;135145.324;542744.819;4.125;135145.324;542744.819;4.125;135147.561;542745.935;4.2;135147.561;542745.935;4.2;135156.51;542750.399;0.205;135159.642;542751.961;-0.077;135164.116;542754.193;-1.53;-1;-1;-1;-1;-1;-1;135236.6;542790.347;-3.18
12-2_391;135092.054;542690.31;-3.161;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135135.902;542712.182;-1.482;135148.43;542718.431;2.069;135152.904;542720.662;2.503;135156.036;542722.225;3.971;135156.036;542722.225;3.971;135158.273;542723.341;4.214;135159.168;542723.787;4.078;135168.116;542728.25;0.138;135170.354;542729.366;0.023;135175.723;542732.044;-1.56;-1;-1;-1;-1;-1;-1;135247.759;542767.976;-3.16
12-2_392;135103.213;542667.939;-3.134;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135147.956;542690.257;-1.449;135159.141;542695.836;2.077;135164.958;542698.738;2.706;135167.642;542700.077;4.219;135167.642;542700.077;4.219;135169.88;542701.193;4.32;135169.88;542701.193;4.32;135179.723;542706.102;0.257;135182.407;542707.441;-0.064;135186.434;542709.45;-1.43;-1;-1;-1;-1;-1;-1;135258.918;542745.605;-3.15
12-2_393;135114.437;542645.484;-2.892;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135158.254;542667.416;-1.511;135171.22;542673.907;2.143;135173.903;542675.249;2.425;135178.821;542677.711;4.233;135178.821;542677.711;4.233;135181.057;542678.83;4.34;135181.951;542679.278;4.24;135190.893;542683.754;0.391;135193.129;542684.873;-0.052;135198.494;542687.559;-1.52;-1;-1;-1;-1;-1;-1;135270.033;542723.367;-3.18
12-2_394;135125.627;542623.128;-3.154;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135169.892;542645.285;-1.415;135181.517;542651.104;2.197;135186.882;542653.789;2.763;135190.012;542655.356;4.218;135190.012;542655.356;4.218;135192.248;542656.475;4.43;135192.695;542656.699;4.286;135202.084;542661.399;0.384;135203.873;542662.294;0.194;135207.897;542664.308;-1.19;-1;-1;-1;-1;-1;-1;135281.224;542701.011;-3.19
12-2_395;135136.818;542600.773;-2.946;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135181.083;542622.929;-1.42;135193.602;542629.196;2.37;135196.285;542630.539;2.768;135201.65;542633.224;4.388;135201.65;542633.224;4.388;135203.886;542634.343;4.374;135203.886;542634.343;4.374;135213.275;542639.043;0.429;135215.063;542639.938;0.196;135219.535;542642.176;-1.33;-1;-1;-1;-1;-1;-1;135292.415;542678.656;-3.19
12-2_396;135148.009;542578.417;-3.005;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135191.826;542600.35;-1.47;135203.004;542605.945;1.758;135207.475;542608.183;2.82;135213.288;542611.092;4.463;135213.288;542611.092;4.463;135215.524;542612.211;4.145;135215.076;542611.988;4.41;135225.36;542617.135;0.233;135227.76;542618.336;-0.17;135231.173;542620.045;-1.35;-1;-1;-1;-1;-1;-1;135303.605;542656.3;-3.16
12-2_397;135159.2;542556.062;-3.064;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135203.464;542578.218;-1.409;135215.536;542584.261;2.092;135218.219;542585.604;2.616;135223.584;542588.289;4.542;135223.584;542588.289;4.542;135225.82;542589.408;4.64;135225.82;542589.408;4.64;135235.656;542594.332;0.469;135237.445;542595.227;0.358;135242.81;542597.913;-1.37;-1;-1;-1;-1;-1;-1;135314.796;542633.945;-3.16
12-2_398;135170.539;542533.447;-2.902;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135214.268;542555.555;-1.437;135226.762;542561.872;1.923;135229.44;542563.225;2.383;135235.24;542566.158;4.499;135235.24;542566.158;4.499;135237.471;542567.286;4.608;135237.471;542567.286;4.608;135247.288;542572.249;0.319;135249.965;542573.602;-0.157;135253.535;542575.407;-1.36;-1;-1;-1;-1;-1;-1;135325.822;542611.954;-3.16
12-2_399;135181.818;542511.136;-2.939;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135225.993;542533.469;-1.417;135238.041;542539.56;1.972;135240.272;542540.688;2.304;135246.519;542543.847;4.49;135246.519;542543.847;4.49;135248.75;542544.975;4.461;135248.75;542544.975;4.461;135258.567;542549.938;0.187;135260.352;542550.84;0.121;135264.814;542553.096;-1.25;-1;-1;-1;-1;-1;-1;135337.1;542589.642;-3.19
12-2_400;135194.435;542489.501;-3.036;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135237.272;542511.158;-1.349;135248.873;542517.024;1.803;135252.443;542518.828;2.495;135257.798;542521.535;4.366;135257.798;542521.535;4.366;135260.029;542522.663;4.246;135259.582;542522.438;4.45;135270.292;542527.852;0.22;135272.969;542529.206;-0.058;135276.092;542530.785;-1.33;-1;-1;-1;-1;-1;-1;135348.379;542567.331;-3.18
12-2_401;135205.714;542467.19;-2.887;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135247.212;542488.17;-1.438;135260.152;542494.712;1.839;135262.829;542496.066;2.328;135269.076;542499.224;4.371;135269.076;542499.224;4.371;135271.307;542500.352;4.391;135271.307;542500.352;4.391;135280.678;542505.09;0.422;135282.463;542505.992;0.24;135286.479;542508.022;-1.12;-1;-1;-1;-1;-1;-1;135359.658;542545.02;-3.23
12-2_402;135215.804;542443.986;-3.161;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135259.455;542466.247;-1.218;135271.482;542472.38;1.77;135275.045;542474.197;2.614;135279.945;542476.696;4.243;135279.945;542476.696;4.243;135282.171;542477.831;4.43;135282.171;542477.831;4.43;135291.525;542482.602;0.582;135294.198;542483.964;0.163;135298.652;542486.236;-1.42;-1;-1;-1;-1;-1;-1;135370.811;542523.034;-3.26
12-2_403;135228.052;542422.169;-3.036;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135271.258;542444.203;-1.421;135282.394;542449.882;1.851;135285.957;542451.699;2.606;135291.748;542454.652;4.324;135291.748;542454.652;4.324;135293.976;542455.787;4.286;135293.975;542455.787;4.286;135302.883;542460.33;0.63;135304.665;542461.239;0.241;135309.564;542463.738;-1.31;-1;-1;-1;-1;-1;-1;135382.169;542500.763;-3.25
12-2_404;135239.409;542399.898;-3.176;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135282.17;542421.704;-1.4;135294.197;542427.838;2.053;135299.987;542430.79;2.959;135302.66;542432.153;4.305;135302.66;542432.153;4.305;135304.887;542433.289;4.35;135305.332;542433.516;4.268;135315.131;542438.514;0.101;135316.913;542439.422;0.012;135321.367;542441.694;-1.37;-1;-1;-1;-1;-1;-1;135393.526;542478.492;-3.25
12-2_405;135250.767;542377.627;-2.985;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135293.973;542399.66;-1.394;135305.109;542405.339;1.883;135310.454;542408.065;2.61;135314.017;542409.882;4.261;135314.017;542409.882;4.261;135316.244;542411.018;4.31;135316.244;542411.018;4.31;135326.044;542416.015;0.039;135328.803;542417.422;-0.19;135330.943;542418.514;-1.19;-1;-1;-1;-1;-1;-1;135404.884;542456.221;-3.22
12-2_406;135261.907;542355.634;-3.079;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135305.217;542377.463;-1.42;135315.486;542382.639;1.557;135320.844;542385.34;2.535;135325.309;542387.591;4.289;135325.309;542387.591;4.289;135327.541;542388.716;4.23;135327.541;542388.716;4.23;135337.364;542393.667;0.129;135339.596;542394.792;-0.013;135341.829;542395.917;-0.84;-1;-1;-1;-1;-1;-1;135416.392;542433.501;-3.21
12-2_407;135272.713;542333.084;-3.292;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135316.915;542355.364;-1.265;135327.631;542360.765;1.919;135332.989;542363.466;2.518;135336.561;542365.266;4.095;135336.561;542365.266;4.095;135338.793;542366.391;4.14;135338.793;542366.391;4.14;135348.616;542371.342;0.04;135351.295;542372.693;-0.157;135353.527;542373.818;-1.27;-1;-1;-1;-1;-1;-1;135427.644;542411.176;-3.22
12-2_408;135284.411;542310.984;-3.231;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135326.828;542332.364;-1.496;135339.33;542338.665;2.011;135342.901;542340.466;2.386;135347.813;542342.941;4.166;135347.813;542342.941;4.166;135350.045;542344.066;4.15;135350.045;542344.066;4.15;135359.868;542349.018;0.194;135361.654;542349.918;-0.03;135365.226;542351.718;-1.45;-1;-1;-1;-1;-1;-1;135438.897;542388.851;-3.24
12-2_409;135295.217;542288.435;-3.095;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135338.526;542310.264;-1.38;135350.582;542316.341;2.02;135355.493;542318.816;2.611;135358.618;542320.392;4.095;135358.618;542320.392;4.095;135360.851;542321.517;4.22;135360.851;542321.517;4.22;135369.781;542326.018;0.575;135372.459;542327.368;0.123;135376.031;542329.168;-1.4;-1;-1;-1;-1;-1;-1;135450.149;542366.527;-3.23
12-2_410;135306.311;542266.406;-3.146;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135349.719;542288.039;-1.478;135362.249;542294.284;2.083;135365.829;542296.068;2.424;135370.304;542298.298;4.098;135370.304;542298.298;4.098;135372.542;542299.413;4.07;135372.542;542299.413;4.07;135381.492;542303.874;0.365;135384.177;542305.212;-0.225;135387.309;542306.773;-1.31;-1;-1;-1;-1;-1;-1;135461.595;542343.794;-3.23
12-2_411;135317.91;542244.254;-3.25;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135363.555;542267.002;-0.858;135372.505;542271.463;1.832;135377.428;542273.916;2.51;135381.008;542275.7;4.071;135381.008;542275.7;4.071;135383.245;542276.815;4.307;135383.693;542277.038;4.17;135392.643;542281.499;0.201;135394.881;542282.614;0.017;135398.013;542284.175;-1.44;-1;-1;-1;-1;-1;-1;135472.747;542321.419;-3.22
12-2_412;135328.614;542221.656;-3.32;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135372.917;542243.735;-1.193;135384.105;542249.311;1.933;135389.027;542251.764;2.661;135392.16;542253.325;4.018;135392.16;542253.325;4.018;135394.397;542254.44;4.245;135395.292;542254.886;3.995;135404.242;542259.347;0.126;135406.48;542260.462;-0.059;135410.507;542262.469;-1.47;-1;-1;-1;-1;-1;-1;135483.898;542299.044;-3.26
12-2_413;135340.213;542199.504;-3.221;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135384.963;542221.806;-1.088;135395.704;542227.159;1.878;135398.836;542228.72;2.281;135403.759;542231.173;4.103;135403.759;542231.173;4.103;135405.996;542232.288;4.14;135405.996;542232.288;4.14;135415.394;542236.972;0.222;135417.184;542237.864;0.049;135420.316;542239.425;-1.34;-1;-1;-1;-1;-1;-1;135495.05;542276.669;-3.25
12-2_414;135351.364;542177.129;-3.159;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135396.563;542199.654;-0.916;135405.513;542204.114;1.648;135409.988;542206.345;2.372;135414.015;542208.352;4.153;135414.015;542208.352;4.153;135416.253;542209.467;4.298;135416.7;542209.69;4.262;135426.098;542214.373;0.291;135429.23;542215.935;-0.09;135431.915;542217.273;-1.33;-1;-1;-1;-1;-1;-1;135506.201;542254.294;-3.25
12-2_415;135362.591;542154.633;-3.085;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135406.404;542176.574;-1.097;135417.581;542182.171;1.761;135421.158;542183.962;2.333;135425.628;542186.2;4.322;135425.628;542186.2;4.322;135427.863;542187.32;4.417;135427.864;542187.32;4.417;135438.147;542192.469;0.039;135439.935;542193.365;0.186;135443.511;542195.156;-1.45;-1;-1;-1;-1;-1;-1;135517.279;542232.096;-3.26
12-2_416;135374.232;542132.504;-2.841;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135418.046;542154.444;-1.132;135429.222;542160.041;1.948;135433.246;542162.056;2.448;135437.27;542164.071;4.214;135437.27;542164.071;4.214;135439.505;542165.19;4.25;135439.505;542165.19;4.25;135448.894;542169.892;0.203;135452.139;542171.517;-0.28;135454.706;542172.802;-1.49;-1;-1;-1;-1;-1;-1;135528.474;542209.742;-3.26
12-2_417;135385.426;542110.15;-3.065;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135430.581;542132.762;-0.943;135439.076;542137.016;1.619;135443.994;542139.478;2.325;135448.911;542141.941;4.182;135448.911;542141.941;4.182;135451.147;542143.06;4.187;135451.147;542143.06;4.187;135460.088;542147.538;0.259;135463.665;542149.329;-0.313;135468.136;542151.568;-1.55;-1;-1;-1;-1;-1;-1;135539.668;542187.389;-3.27
12-2_418;135396.174;542087.573;-3.12;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135440.881;542109.961;-1.082;135451.164;542115.11;1.932;135455.188;542117.125;2.401;135460.106;542119.587;4.225;135460.106;542119.587;4.225;135462.341;542120.707;4.224;135462.341;542120.707;4.224;135473.071;542126.08;0.125;135475.306;542127.199;-0.213;135479.33;542129.214;-1.43;-1;-1;-1;-1;-1;-1;135550.862;542165.035;-3.26
12-2_419;135407.815;542065.443;-3.101;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135452.076;542087.607;-1.109;135463.253;542093.204;2.069;135466.383;542094.771;2.364;135471.3;542097.234;4.278;135471.3;542097.234;4.278;135473.535;542098.353;4.261;135473.535;542098.353;4.261;135482.924;542103.055;0.164;135486.041;542104.616;-0.36;135489.183;542106.189;-1.41;-1;-1;-1;-1;-1;-1;135562.057;542142.681;-3.26
12-2_420;135418.563;542042.865;-3.224;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135461.929;542064.582;-1.228;135473.553;542070.403;1.872;135478.471;542072.865;2.437;135482.048;542074.656;4.054;135482.048;542074.656;4.054;135484.283;542075.776;4.35;135484.73;542076;4.255;135494.566;542080.925;0.051;135497.178;542082.233;-0.11;135499.036;542083.164;-1.36;-1;-1;-1;-1;-1;-1;135573.251;542120.328;-3.25
12-2_421;135429.757;542020.512;-3.274;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135474.912;542043.124;-1.03;135484.748;542048.049;1.785;135490.56;542050.959;2.699;135493.689;542052.527;4.292;135493.689;542052.527;4.292;135495.924;542053.646;4.281;135495.924;542053.646;4.281;135506.654;542059.019;-0.139;135508.89;542060.138;-0.36;135512.019;542061.706;-1.44;-1;-1;-1;-1;-1;-1;135584.446;542097.974;-3.25
12-2_422;135441.078;541998.021;-3.097;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135485.731;542020.518;-1.123;135496.448;542025.917;1.786;135500.913;542028.167;2.315;135504.932;542030.191;4.086;135504.932;542030.191;4.086;135507.165;542031.316;4.176;135507.165;542031.316;4.176;135516.988;542036.266;0.159;135519.667;542037.615;-0.176;135522.346;542038.965;-1.34;-1;-1;-1;-1;-1;-1;135595.577;542075.86;-3.25
12-2_423;135452.775;541975.92;-3.338;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135498.767;541999.092;-0.833;135507.698;542003.591;1.762;135511.27;542005.391;2.264;135515.735;542007.641;3.983;135515.735;542007.641;3.983;135517.967;542008.765;4.18;135518.414;542008.991;4.134;135527.791;542013.715;0.16;135530.471;542015.065;-0.129;135532.703;542016.19;-1.45;-1;-1;-1;-1;-1;-1;135606.827;542053.535;-3.26
12-2_424;135463.132;541953.144;-3.294;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135510.017;541976.766;-0.761;135518.501;541981.041;1.964;135523.413;541983.515;2.348;135526.985;541985.315;3.895;135526.985;541985.315;3.895;135529.217;541986.44;4.2;135529.218;541986.44;4.2;135539.488;541991.614;-0.044;135542.167;541992.964;-0.156;135544.4;541994.089;-1.32;-1;-1;-1;-1;-1;-1;135618.077;542031.209;-3.28
12-2_425;135474.382;541930.819;-3.441;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135519.928;541953.766;-1.065;135530.198;541958.94;1.853;135534.216;541960.965;2.275;135538.235;541962.989;4.082;135538.235;541962.989;4.082;135540.467;541964.114;4.29;135540.468;541964.114;4.29;135550.291;541969.064;0.282;135553.864;541970.863;-0.28;135555.65;541971.763;-1.23;-1;-1;-1;-1;-1;-1;135629.327;542008.883;-3.26
12-2_426;135485.926;541908.971;-3.368;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135531.563;541931.736;-0.963;135540.959;541936.422;1.586;135545.881;541938.877;2.353;135549.908;541940.886;3.971;135549.908;541940.886;3.971;135552.145;541942.002;3.915;135552.145;541942.002;3.915;135561.988;541946.912;0.002;135564.673;541948.251;-0.43;135566.91;541949.367;-1.4;-1;-1;-1;-1;-1;-1;135640.736;541986.191;-3.28
12-2_427;135497.086;541886.601;-3.301;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;135541.381;541908.695;-1.161;135552.12;541914.052;1.715;135557.936;541916.953;2.355;135560.621;541918.292;3.799;135560.621;541918.292;3.799;135562.858;541919.408;3.98;135563.305;541919.631;3.916;135572.254;541924.094;0.365;135575.764;541925.845;-0.16;135578.518;541927.219;-1.47;-1;-1;-1;-1;-1;-1;135651.896;541963.82;-3.3
